settingName	fileName	NMIMAX	LFKNMI	NMISUM
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.3	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.6	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.1	0.634009	0.607181	0.673175
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_1.0	0.621346	0.596537	0.662225
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_1.0	0.60843	0.590803	0.651897
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.4	0.641216	0.611067	0.679258
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.95	0.651819	0.617035	0.688315
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.2	0.64525	0.601118	0.673322
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.55	0.650316	0.612421	0.684696
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.5	0.641091	0.611016	0.679148
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.0	0.00663602	0.0210196	0.0111306
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.0	0.648426	0.61577	0.685719
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.9	0.634171	0.60747	0.673315
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.15	0.651152	0.615238	0.68675
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.05	0.645501	0.601464	0.673851
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.65	0.647986	0.607139	0.680111
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.15	0.645501	0.601464	0.673851
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.7	0.650507	0.616727	0.687466
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.85	0.612707	0.595182	0.655171
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.45	0.648576	0.615842	0.685855
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.35	0.376009	0.394967	0.424109
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.55	0.641229	0.611079	0.67927
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.2	0.651152	0.615238	0.68675
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.15	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.35	0.648576	0.615842	0.685855
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.95	0.649144	0.611753	0.683155
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.2	0.312223	0.370617	0.372649
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_1.0	0.618299	0.592105	0.657282
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.35	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.4	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.8	0.65119	0.614545	0.686315
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.1	0.00657246	0.0207221	0.0110124
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.0	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.1	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.85	0.652001	0.617385	0.688667
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.55	0.629669	0.60455	0.669376
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.55	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.7	0.651688	0.61534	0.687336
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.2	0.641038	0.610932	0.679097
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.3	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.45	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.9	0.618509	0.598607	0.660029
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_1.0	0.62138	0.597392	0.662661
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.05	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.85	0.629654	0.604757	0.669352
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.8	0.629493	0.604467	0.669211
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.4	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.3	0.00611337	0.0179979	0.0101017
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_1.0	0.621683	0.59744	0.66285
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.05	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.8	0.637218	0.608891	0.675875
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.4	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.7	0.640913	0.61088	0.678987
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.1	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.05	0.293938	0.362514	0.353024
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.7	0.629804	0.604644	0.669495
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.5	0.558063	0.500832	0.565693
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_1.0	0.61935	0.596572	0.661045
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.0	0.650015	0.611719	0.684055
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.6	0.647249	0.615353	0.684743
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.2	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.95	0.584858	0.5263	0.58823
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.7	0.650696	0.613447	0.685339
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.4	0.648426	0.61577	0.685719
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.75	0.634009	0.607181	0.673175
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.75	0.282027	0.276179	0.334275
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.95	0.629654	0.604757	0.669352
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.4	0.637082	0.608794	0.675752
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.8	0.650532	0.616791	0.68752
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.55	0.651163	0.615277	0.68679
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.85	0.644693	0.604143	0.675304
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.2	0.634009	0.607181	0.673175
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.0	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.3	0.641038	0.610932	0.679097
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.3	0.637082	0.608794	0.675752
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.2	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.65	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.1	0.294988	0.354295	0.353481
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.55	0.642799	0.611802	0.680516
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.4	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.45	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.2	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.75	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.1	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.15	0.258571	0.351963	0.32402
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.25	0.305102	0.357444	0.361694
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.55	0.602552	0.538789	0.608164
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.8	0.625249	0.602361	0.665622
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.35	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.95	0.651851	0.617321	0.68853
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.05	0.649602	0.610321	0.682979
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.65	0.636891	0.608701	0.675593
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_1.0	0.620812	0.597238	0.662197
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.75	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.6	0.642641	0.611715	0.680368
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.1	0.629669	0.60455	0.669376
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.85	0.651954	0.617076	0.688412
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.8	0.651922	0.615987	0.687794
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.15	0.629493	0.604467	0.669211
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.85	0.625274	0.602554	0.66564
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.45	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.15	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.65	0.641091	0.611016	0.679148
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.85	0.651311	0.614776	0.686616
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.45	0.651659	0.616444	0.687927
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.95	0.651842	0.616089	0.687877
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.45	0.625125	0.602287	0.665535
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.65	0.650473	0.612744	0.685062
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.0	0.65121	0.615358	0.68689
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_1.0	0.615106	0.594507	0.657512
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.15	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.55	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.95	0.612707	0.595182	0.655171
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.75	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.55	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.4	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.2	0.00663616	0.0211566	0.0111379
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.05	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.35	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.95	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.6	0.648576	0.615842	0.685855
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.7	0.634016	0.607187	0.67318
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.15	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.5	0.647249	0.615353	0.684743
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.5	0.00479164	0.00942517	0.00712414
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.45	0.633893	0.607133	0.673073
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.65	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.05	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.05	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.5	0.629669	0.60455	0.669376
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.7	0.648426	0.61577	0.685719
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.15	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.6	0.64809	0.607391	0.680285
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.65	0.648576	0.615842	0.685855
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.1	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.7	0.647249	0.615353	0.684743
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.9	0.641341	0.611314	0.679336
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.95	0.634171	0.60747	0.673315
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.15	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.25	0.64953	0.610121	0.682746
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.8	0.648985	0.611289	0.682634
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.9	0.612707	0.595182	0.655171
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.45	0.629669	0.60455	0.669376
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.35	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.3	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.35	0.637082	0.608794	0.675752
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.4	0.651152	0.615238	0.68675
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_1.0	0.616937	0.595499	0.659076
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.95	0.642927	0.612056	0.680617
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.65	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_1.0	0.621607	0.597478	0.662865
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.55	0.644364	0.612574	0.681714
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_1.0	0.612438	0.593118	0.655164
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.7	0.637096	0.60884	0.675767
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.1	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.3	0.316579	0.370838	0.375274
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.25	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.75	0.648893	0.611136	0.682441
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.65	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.55	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.65	0.616975	0.562239	0.631908
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.35	0.651152	0.615238	0.68675
